Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:38:04,2021-08-19 21:38:04,0.468s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:38:04,2021-08-19 21:38:04,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:38:04,2021-08-19 21:38:13,8.768s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:38:13,2021-08-19 21:38:13,0.341s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:38:13,2021-08-19 21:38:14,0.389s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:14,2021-08-19 21:38:15,1.030s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:38:15,2021-08-19 21:38:16,1.114s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:38:16,2021-08-19 21:38:18,1.674s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:38:18,2021-08-19 21:38:18,0.477s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:38:18,2021-08-19 21:38:19,0.929s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:38:19,2021-08-19 21:38:20,0.459s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:20,2021-08-19 21:38:20,0.395s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:20,2021-08-19 21:38:20,0.363s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:20,2021-08-19 21:38:21,0.871s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:38:21,2021-08-19 21:38:22,0.929s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:38:22,2021-08-19 21:38:22,0.404s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:22,2021-08-19 21:38:22,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:38:22,2021-08-19 21:38:25,2.021s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:38:27,2021-08-19 21:38:55,28.688s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:38:27,2021-08-19 21:38:27,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:38:27,2021-08-19 21:38:27,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:38:27,2021-08-19 21:38:27,0.000s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:38:27,2021-08-19 21:38:27,0.004s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:38:27,2021-08-19 21:38:27,0.363s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:27,2021-08-19 21:38:28,0.980s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:38:28,2021-08-19 21:38:29,1.239s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:38:29,2021-08-19 21:38:31,1.468s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:38:31,2021-08-19 21:38:31,0.473s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:38:31,2021-08-19 21:38:33,1.487s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:38:33,2021-08-19 21:38:33,0.550s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:38:33,2021-08-19 21:38:33,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:38:33,2021-08-19 21:38:42,9.056s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:38:42,2021-08-19 21:38:43,0.321s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:38:43,2021-08-19 21:38:43,0.394s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:43,2021-08-19 21:38:44,0.925s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:38:44,2021-08-19 21:38:45,1.009s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:38:45,2021-08-19 21:38:46,1.496s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:38:46,2021-08-19 21:38:47,0.454s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:38:47,2021-08-19 21:38:48,0.908s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:38:48,2021-08-19 21:38:48,0.566s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:48,2021-08-19 21:38:49,0.397s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:49,2021-08-19 21:38:49,0.368s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:49,2021-08-19 21:38:50,0.813s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:38:50,2021-08-19 21:38:51,0.894s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:38:51,2021-08-19 21:38:51,0.399s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:51,2021-08-19 21:38:51,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:38:51,2021-08-19 21:38:53,2.052s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:38:55,2021-08-19 21:39:21,25.864s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:38:55,2021-08-19 21:38:55,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:38:55,2021-08-19 21:38:55,0.000s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:38:55,2021-08-19 21:38:55,0.004s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:38:55,2021-08-19 21:38:55,0.000s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:38:55,2021-08-19 21:38:56,0.384s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:38:56,2021-08-19 21:38:57,0.964s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:38:57,2021-08-19 21:38:58,1.222s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:38:58,2021-08-19 21:38:59,1.477s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:38:59,2021-08-19 21:39:00,0.476s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:39:00,2021-08-19 21:39:01,1.484s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:39:01,2021-08-19 21:39:02,0.562s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:39:02,2021-08-19 21:39:02,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:39:02,2021-08-19 21:39:11,9.294s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:39:11,2021-08-19 21:39:12,0.327s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:39:12,2021-08-19 21:39:12,0.386s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:12,2021-08-19 21:39:12,0.362s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:39:12,2021-08-19 21:39:13,0.516s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:39:13,2021-08-19 21:39:14,1.549s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:39:14,2021-08-19 21:39:15,0.462s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:39:15,2021-08-19 21:39:16,0.933s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:39:16,2021-08-19 21:39:16,0.474s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:16,2021-08-19 21:39:17,0.396s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:17,2021-08-19 21:39:17,0.388s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:17,2021-08-19 21:39:18,0.802s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:39:18,2021-08-19 21:39:18,0.585s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:39:18,2021-08-19 21:39:19,0.407s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:19,2021-08-19 21:39:19,0.334s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:39:21,2021-08-19 21:39:47,25.864s,FAILED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:39:21,2021-08-19 21:39:21,0.000s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:39:21,2021-08-19 21:39:21,0.000s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:39:21,2021-08-19 21:39:21,0.004s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:39:21,2021-08-19 21:39:21,0.000s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:39:21,2021-08-19 21:39:22,0.397s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:22,2021-08-19 21:39:23,0.939s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:39:23,2021-08-19 21:39:24,1.239s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:39:24,2021-08-19 21:39:25,1.504s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:39:25,2021-08-19 21:39:26,0.466s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:39:26,2021-08-19 21:39:27,1.475s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:39:27,2021-08-19 21:39:28,0.570s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:39:28,2021-08-19 21:39:28,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:39:28,2021-08-19 21:39:36,7.881s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:39:36,2021-08-19 21:39:36,0.332s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:39:36,2021-08-19 21:39:37,0.392s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:37,2021-08-19 21:39:37,0.924s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:39:37,2021-08-19 21:39:38,0.889s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:39:38,2021-08-19 21:39:40,1.510s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:39:40,2021-08-19 21:39:40,0.457s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:39:40,2021-08-19 21:39:41,0.941s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:39:41,2021-08-19 21:39:42,0.556s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:42,2021-08-19 21:39:42,0.378s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:42,2021-08-19 21:39:43,0.383s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:43,2021-08-19 21:39:43,0.815s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:39:43,2021-08-19 21:39:44,0.928s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:39:44,2021-08-19 21:39:45,0.418s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:45,2021-08-19 21:39:45,0.348s,FAILED
Video,Chrome 92.0.4515.159,,,2021-08-19 21:39:47,2021-08-19 21:39:47,0.000s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:39:47,2021-08-19 21:40:10,22.896s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:39:47,2021-08-19 21:39:47,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:39:47,2021-08-19 21:39:47,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:39:47,2021-08-19 21:39:47,0.000s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:39:47,2021-08-19 21:39:47,0.004s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:39:47,2021-08-19 21:39:48,0.448s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:48,2021-08-19 21:39:49,0.897s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:39:49,2021-08-19 21:39:50,1.259s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:39:50,2021-08-19 21:39:51,1.507s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:39:51,2021-08-19 21:39:52,0.446s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:39:52,2021-08-19 21:39:53,1.494s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:39:53,2021-08-19 21:39:54,0.461s,PASSED
if (from.equals(to)),Chrome 92.0.4515.159,,,2021-08-19 21:39:54,2021-08-19 21:39:54,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:39:54,2021-08-19 21:39:57,3.377s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/input__applyBtn""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:39:57,2021-08-19 21:39:58,0.340s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:39:58,2021-08-19 21:39:58,0.395s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyBtn""))",Chrome 92.0.4515.159,,,2021-08-19 21:39:58,2021-08-19 21:39:59,0.891s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/leave/viewMyLeaveList/reset/1"")",Chrome 92.0.4515.159,,,2021-08-19 21:39:59,2021-08-19 21:40:00,0.909s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:40:00,2021-08-19 21:40:01,1.500s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_From_leaveListcalFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:40:01,2021-08-19 21:40:02,0.562s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:40:02,2021-08-19 21:40:03,0.931s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_To_leaveListcalToDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:40:03,2021-08-19 21:40:03,0.466s,PASSED
"uncheck(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_All_leaveList_chkSearchFilter_checkbo_a698f3""))",Chrome 92.0.4515.159,,,2021-08-19 21:40:03,2021-08-19 21:40:04,0.382s,PASSED
"check(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Pending Approval_leaveListchkSearchFilter""))",Chrome 92.0.4515.159,,,2021-08-19 21:40:04,2021-08-19 21:40:04,0.386s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input_Taken_btnSearch""))",Chrome 92.0.4515.159,,,2021-08-19 21:40:04,2021-08-19 21:40:05,0.842s,PASSED
"scrollToElement(findTestObject(""Apply Leave/Page_OrangeHRM/th_Date""), 0)",Chrome 92.0.4515.159,,,2021-08-19 21:40:05,2021-08-19 21:40:06,0.913s,PASSED
takeScreenshot(),Chrome 92.0.4515.159,,,2021-08-19 21:40:06,2021-08-19 21:40:06,0.402s,PASSED
"if (days.equals(""""))",Chrome 92.0.4515.159,,,2021-08-19 21:40:06,2021-08-19 21:40:06,0.000s,PASSED
else,Chrome 92.0.4515.159,,,2021-08-19 21:40:06,2021-08-19 21:40:08,1.989s,PASSED
,,,,,,,
Test Cases/Apply Leave,Chrome 92.0.4515.159,,,2021-08-19 21:40:10,2021-08-19 21:40:34,23.506s,PASSED
"com.database.mysql.connectDB(""localhost"", ""orangehrm_mysql"", ""3306"", ""root"", null)",Chrome 92.0.4515.159,,,2021-08-19 21:40:10,2021-08-19 21:40:10,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave_request` WHERE `emp_number`=3 AND `date_applied`='2021-09-02' AND `leave_type_id` = 3"")",Chrome 92.0.4515.159,,,2021-08-19 21:40:10,2021-08-19 21:40:10,0.004s,PASSED
"com.database.mysql.execute(""DELETE FROM `ohrm_leave` WHERE `emp_number` = 3 AND `leave_type_id`=3 and (`date`='2021-09-02' or `date`='2021-09-03') "")",Chrome 92.0.4515.159,,,2021-08-19 21:40:10,2021-08-19 21:40:10,0.004s,PASSED
com.database.mysql.closeDatabaseConnection(),Chrome 92.0.4515.159,,,2021-08-19 21:40:10,2021-08-19 21:40:10,0.000s,PASSED
"navigateToUrl(""http://localhost/orangehrm/symfony/web/index.php/dashboard"")",Chrome 92.0.4515.159,,,2021-08-19 21:40:10,2021-08-19 21:40:11,0.404s,PASSED
"click(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/img""))",Chrome 92.0.4515.159,,,2021-08-19 21:40:11,2021-08-19 21:40:12,0.933s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/select_--Select--MarriageMaternityPersonalS_480ad7""), ""3"", true)",Chrome 92.0.4515.159,,,2021-08-19 21:40:12,2021-08-19 21:40:13,1.236s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), from)",Chrome 92.0.4515.159,,,2021-08-19 21:40:13,2021-08-19 21:40:14,1.489s,PASSED
"sendKeys(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtFromDate""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-08-19 21:40:14,2021-08-19 21:40:15,0.570s,PASSED
"setText(findTestObject(""Object Repository/Apply Leave/Page_OrangeHRM/input__applyleavetxtToDate""), to)",Chrome 92.0.4515.159,,,2021-08-19 21:40:15,2021-08-19 21:40:16,1.489s,PASSED
